date,sku_name,product_id,product_type,merchant_city,price,stock,total_sold
04/05/2020,Redmi 8a 2/32Gb Garansi Resmi,F2200,Xiaomi Redmi 8A,Kota Administrasi Jakarta Pusat,1395000,9967,47
04/02/2020,XIAOMI REDMI 8A 2/32 GARANSI RESMI XIAOMI INDONESIA,F2201,Xiaomi Redmi 8A,Kota Medan,1310000,2,77
4/17/2020,Xiaomi Redmi 8A 2/32 RAM 2GB ROM 32GB Garansi Resmi Xiaomi - Random,G409,Xiaomi Redmi 8A,Kota Surabaya,1375000,1,663
4/26/2020,Xiaomi Redmi 8A 2/32 GB Garansi Resmi - Biru,F2202,Xiaomi Redmi 8A,Kota Administrasi Jakarta Utara,1447500,1,118
4/21/2020,Xiaomi Redmi 8a 2/32 - Merah,F2203,Xiaomi Redmi 8A,Kab. Sleman,1500000,1,45
04/01/2020,REDMI 8A 2/32 garansi resmi dong - Biru,F951,Xiaomi Redmi 8A,Kota Tangerang,1325000,17,641
4/20/2020,Xiaomi Redmi 8A Garansi Resmi - Hitam,F955,Xiaomi Redmi 8A,Kota Administrasi Jakarta Utara,1399000,1,342
04/05/2020,Xiaomi Redmi 8a TAM Garansi Resmi 2/32 32GB - Biru,G414,Xiaomi Redmi 8A,Kota Administrasi Jakarta Pusat,1375000,2,10
04/05/2020,Xiaomi Redmi 8A 2/32 Garansi Resmi - Hitam,F2204,Xiaomi Redmi 8A,Kab. Tangerang,1309000,7,43
04/04/2020,XIAOMI REDMI 8A 2/32 GARANSI RESMI XIAOMI INDONESIA,F2201,Xiaomi Redmi 8A,Kota Medan,1310000,1,78
4/27/2020,Xiaomi Redmi 8a 2/32 - Merah,F2203,Xiaomi Redmi 8A,Kab. Sleman,1500000,1,45
4/14/2020,Xiaomi Redmi 8A 2/32 Garansi Resmi - Hitam,F2205,Xiaomi Redmi 8A,Kab. Sleman,1570000,1,29
04/06/2020,Xiaomi Redmi 8A 2/32 Ram 2GB Internal 32GB Garansi Resmi,F2206,Xiaomi Redmi 8A,Kota Yogyakarta,1349000,2,19
04/05/2020,REDMI 8A 2/32 garansi resmi dong - Biru,F951,Xiaomi Redmi 8A,Kota Tangerang,1325000,16,643
04/01/2020,XIOMI REDMI 8A RAM 2/32 GB,F954,Xiaomi Redmi 8A,Kota Surabaya,1310000,5,43
04/05/2020,Redmi 8A by Xiaomi RESMI - Biru,F2207,Xiaomi Redmi 8A,Kota Cirebon,1320000,1,59
04/02/2020,Xiaomi Redmi 8a 2/32GB Garansi Resmi,F2208,Xiaomi Redmi 8A,Kota Semarang,1500000,207,184
04/05/2020,REDMI 8A 2/32 RESMI - RANDOM,F944,Xiaomi Redmi 8A,Kota Yogyakarta,1350000,1,33
4/20/2020,"Xiaomi Redmi 8A, 32GB, Garansi Resmi TAM 2 Tahun, Black Red Blue, 8 A - Hitam",F2209,Xiaomi Redmi 8A,Kota Administrasi Jakarta Selatan,1499000,1,36
04/09/2020,Xiaomi Redmi 8A 2/32GB Garansi Resmi - Biru,G408,Xiaomi Redmi 8A,Kota Administrasi Jakarta Utara,1308000,2,85
04/04/2020,Xiaomi redmi 8a resmi 2gb 32gb new,G415,Xiaomi Redmi 8A,Kota Bandung,1334000,15,44
4/30/2020,Redmi 8A 2/32gb Garansi resmi,F2193,Xiaomi Redmi 8A,Kota Jambi,1500000,5,35
04/08/2020,Xiaomi Redmi 8A 2/32 Garansi Resmi 1Tahun - Biru,F2210,Xiaomi Redmi 8A,Kota Surabaya,1328000,2,39
04/08/2020,Xiaomi Redmi 8a 2/32,F2195,Xiaomi Redmi 8A,Kota Bandung,1425000,3,12
04/08/2020,REDMI 8A TAM GARANSI RESMI 2/32,F936,Xiaomi Redmi 8A,Kota Surabaya,1324900,18,57
04/04/2020,Xiaomi Redmi 8A Garansi Resmi - Biru,F942,Xiaomi Redmi 8A,Kota Administrasi Jakarta Utara,1305000,2,253
04/02/2020,Xiaomi Redmi 8A (Ram 2/32GB) Garansi Resmi - Ocean Blue,F2194,Xiaomi Redmi 8A,Kota Administrasi Jakarta Barat,1319000,81,438
4/28/2020,Redmi 8A 2/32GB Garansi Resmi - Hitam,G416,Xiaomi Redmi 8A,Kota Bandung,1469900,2,120
04/06/2020,Xiaomi Redmi 8A RAM 2GB INTERNAL 32GB GARANSI RESMI,F953,Xiaomi Redmi 8A,Kota Surabaya,1370000,10,75
04/01/2020,XIAOMI REDMI 8A 2/32GB GARANSI RESMI - Biru,F2211,Xiaomi Redmi 8A,Kota Administrasi Jakarta Pusat,1349000,2,26
04/01/2020,XIOMI REDMI 8A 2/32 GB GARANSI TAM,F2212,Xiaomi Redmi 8A,Kota Surabaya,1315000,20,86
4/26/2020,Xiaomi Redmi 8A - Hitam,F2213,Xiaomi Redmi 8A,Kota Malang,1450000,1,65
04/04/2020,Xiaomi Redmi 8A 2/32GB Garansi Resmi - Hitam,G417,Xiaomi Redmi 8A,Kota Administrasi Jakarta Utara,1310000,3,63
04/06/2020,Xiaomi Redmi 8a 2/32,F2195,Xiaomi Redmi 8A,Kota Bandung,1399000,1,12
4/23/2020,xiaomi redmi GO,D635,Xiaomi Redmi Go,Kota Semarang,1100000,15,169
04/11/2020,Xiaomi Redmi Go 1/8,D1655,Xiaomi Redmi Go,Kota Malang,1100000,2,78
04/10/2020,XIAOMI REDMI GO 1GB RAM RESMI - Hitam,E1171,Xiaomi Redmi Go,Kota Singkawang,1050000,999944,81
04/11/2020,XIOMI REDMI GO,D1656,Xiaomi Redmi Go,Kab. Kediri,999999,2,101
4/28/2020,Redmi Go Garansi Resmi TAM,D1657,Xiaomi Redmi Go,Kota Malang,999000,3,39
04/08/2020,Redmi Go 1/8 TAM,E2474,Xiaomi Redmi Go,Kota Yogyakarta,1000000,999906,93
4/14/2020,xiaomi redmi GO,D635,Xiaomi Redmi Go,Kota Semarang,1100000,18,166
04/06/2020,Xiaomi Redmi GO RAM 1GB ROM 8GB,D634,Xiaomi Redmi Go,Kota Semarang,1010000,82,200
4/22/2020,Xiaomi Redmi GO 1/8 Ram Garansi Resmi TAM,D1658,Xiaomi Redmi Go,Kota Bandung,1200000,56,45
4/22/2020,Redmi Go 1/8 - Hitam,D1659,Xiaomi Redmi Go,Kota Administrasi Jakarta Utara,1100000,1,93
4/26/2020,Redmi Go 1/8 - Hitam,D1659,Xiaomi Redmi Go,Kota Administrasi Jakarta Utara,1100000,1,93
4/27/2020,Xiaomi Redmi Go Resmi TAM Android Murah 4G - Hitam,E2475,Xiaomi Redmi Go,Kota Administrasi Jakarta Pusat,975000,2,255
04/02/2020,xiaomi redmi GO,D635,Xiaomi Redmi Go,Kota Semarang,1100000,22,162
4/13/2020,"xiomi redmi Go 1/8gb, garansi tam - Hitam",E2476,Xiaomi Redmi Go,Kota Medan,1000000,999988,76
4/18/2020,Xiaomi Redmi Go 1-8 Garansi TAM - Hitam,D1660,Xiaomi Redmi Go,Kota Bandung,1500000,98,24
4/30/2020,Xiaomi Redmi GO 1/8 Ram Garansi Resmi TAM,D1658,Xiaomi Redmi Go,Kota Bandung,1200000,56,45
4/29/2020,Redmi Go Ram 1/8 Garansi Dist,E2477,Xiaomi Redmi Go,Kota Jambi,1000000,999980,53
4/20/2020,"xiomi redmi Go 1/8gb, garansi tam - Hitam",E2476,Xiaomi Redmi Go,Kota Medan,1000000,999986,78
04/10/2020,Xiaomi Redmi Go Resmi TAM Android Murah 4G - Hitam,E2475,Xiaomi Redmi Go,Kota Administrasi Jakarta Pusat,975000,1,253
4/18/2020,XIAOMI REDMI GO 1GB RAM RESMI - Hitam,E1171,Xiaomi Redmi Go,Kota Singkawang,1050000,999943,82
4/21/2020,XIAOMI REDMI GO 1GB RAM RESMI - Hitam,E1171,Xiaomi Redmi Go,Kota Singkawang,1050000,999943,82
04/12/2020,XIOMI REDMI GO,D1656,Xiaomi Redmi Go,Kab. Kediri,999999,2,101
4/13/2020,Redmi Go Ram 1GB Rom 8GB,D1661,Xiaomi Redmi Go,Kab. Purbalingga,1000000,8,140
4/18/2020,Redmi Go Ram 1GB Rom 8GB,D1661,Xiaomi Redmi Go,Kab. Purbalingga,1000000,3,148
04/06/2020,xiaomi redmi GO,D635,Xiaomi Redmi Go,Kota Semarang,1100000,22,162
04/09/2020,Xiaomi Redmi Go 1/8,D1655,Xiaomi Redmi Go,Kota Malang,1100000,2,76
4/19/2020,Redmi Go 1/8 - Hitam,D1659,Xiaomi Redmi Go,Kota Administrasi Jakarta Utara,1100000,1,93
04/08/2020,VIVO Y93 (2019) 3/32 GARANSI RESMI,E2478,vivo Y11 (2019),Kota Administrasi Jakarta Selatan,1999000,999969,36
4/27/2020,HP VIVO V15 NEW HOT 2019 GARANSI RESMI VIVO,D1662,vivo Y11 (2019),Kota Administrasi Jakarta Utara,3985000,999999,341
4/14/2020,VIVO Y15 2019 4/64 RAM 4GB ROM 64 GARANSI RESMI - red bonus empat,G147,vivo Y11 (2019),Kota Bekasi,2258000,82,330
04/05/2020,HP VIVO Y91 2019 RAM 2/32 GB [VIVO Y 91 2GB + 32GB] - GARANSI RESMI - Hitam,E1172,vivo Y11 (2019),Kota Administrasi Jakarta Timur,1645000,9990,48
04/05/2020,HP VIVO Y17 4/128 GB - FIFO Y 17 2019 RAM 4GB ROM 128GB GARANSI RESMI - Biru,E2479,vivo Y11 (2019),Kota Administrasi Jakarta Timur,2600000,26,63
4/30/2020,Vivo Y19 2019 6GB 128GB Black White Garansi Resmi - Bonus Satu,F95,vivo Y11 (2019),Kota Administrasi Jakarta Barat,2869000,27,127
04/03/2020,VIVO Y15 2019 4/64 RAM 4GB ROM 64 GARANSI RESMI - red bonus empat,G147,vivo Y11 (2019),Kota Bekasi,2349000,82,326
4/19/2020,Vivo Y19 2019 6GB 128GB Black White Garansi Resmi - Bonus Satu,F95,vivo Y11 (2019),Kota Administrasi Jakarta Barat,3200000,27,126
4/13/2020,Vivo Y19 2019 6GB 128GB Black White Garansi Resmi - Bonus Satu,F95,vivo Y11 (2019),Kota Administrasi Jakarta Barat,2820000,27,127
04/03/2020,HP VIVO Y91 2019 RAM 2/32 GB [VIVO Y 91 2GB + 32GB] - GARANSI RESMI - Hitam,E1172,vivo Y11 (2019),Kota Administrasi Jakarta Timur,1645000,9990,48
4/21/2020,Vivo Y19 2019 6GB 128GB Black White Garansi Resmi - Bonus Satu,F95,vivo Y11 (2019),Kota Administrasi Jakarta Barat,2873000,27,126
4/23/2020,Asus Live,F2214,Asus Live G500TG,Kota Kediri,1488000,45,20
4/28/2020,HUAWEI HONOR 7X 4/64GB GARANSI RESMI - Biru,B549,Huawei Mate 20 X,Kota Administrasi Jakarta Pusat,2599000,1,67
4/18/2020,Huawei Honor 8X - Garansi Resmi,D1663,Huawei Mate 20 X,Kota Administrasi Jakarta Timur,3850000,6,91
4/23/2020,Huawei Y6 2018,C989,Huawei Y6 (2018),Kota Medan,1349000,999999,50
4/19/2020,Huawei Y6 2018,C989,Huawei Y6 (2018),Kota Medan,1349000,999999,50
4/16/2020,HUAWEI HONOR 7A 3GB/32GB GARANSI RESMI,E2480,Huawei nova 7 5G,Kota Administrasi Jakarta Utara,2400000,999999,21
4/16/2020,Oppo F9 - Hitam,D1664,Oppo F9 (F9 Pro),Kota Medan,5000000,999914,112
4/23/2020,OPPO F9 PRO RAM 6GB / GARANSI RESMI OPPO INDONESIA 1THN - Biru,C990,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,3000000,1,169
4/18/2020,Oppo F9 - Hitam,D1664,Oppo F9 (F9 Pro),Kota Medan,5000000,999914,112
4/20/2020,OPPO F9 PRO RAM 6GB ROM 64GB ORIGINAL - Merah,C534,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2999000,10000,126
4/14/2020,OPPO F9 4/64GB GARANSI OPPO INDONESIA ORDER OPPO F9 4GB/6GB - Biru,D1665,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Selatan,2649999,999998,59
04/11/2020,Oppo F9 - Merah,C991,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,3299000,1,31
04/03/2020,OPPO F9 RAM 4/64 GARANSI RESMI OPPO INDONESIA 1TH - Biru,C240,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2599900,9975,882
04/05/2020,OPPO F9 4GB+64GB Blue Smartphone Android 8.1 25 MP,E2481,Oppo F9 (F9 Pro),Kota Medan,4950000,999924,104
4/23/2020,OPPO F9 PRO RAM 6/64GB GARANSI RESMI OPPO INDONESIA 1 TAHUN - Biru,C992,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,3099000,9999,335
4/27/2020,Hp oppo F9Pro,D1666,Oppo F9 (F9 Pro),Kota Cirebon,5000000,6,52
4/20/2020,Hp Oppo F9 4/64 - Biru,D1667,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Utara,4000000,999990,44
4/26/2020,OPPO F9 GARANSI RESMI OPPO INDONESIA - Biru,C537,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2499000,9998,2279
04/01/2020,Handphone Oppo F9 RAM 6 GB,D1668,Oppo F9 (F9 Pro),Kota Tangerang,5100000,913,87
04/12/2020,Oppo F9 RAM 4 INTERNAL 64 GARANSI RESMI 1 TAHUN,C993,Oppo F9 (F9 Pro),Kota Surabaya,2775000,9999,571
4/21/2020,OPPO F9 NEW 4/64GB Garansi Resmi - Biru,C994,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2399000,1,210
4/30/2020,Oppo F9 RAM 4 INTERNAL 64 GARANSI RESMI 1 TAHUN,C993,Oppo F9 (F9 Pro),Kota Surabaya,2775000,9999,571
4/18/2020,SmartPhone Oppo f9,D1669,Oppo F9 (F9 Pro),Kota Medan,4400000,999986,32
4/29/2020,Oppo F9 Ram 4/64 - Merah,D1670,Oppo F9 (F9 Pro),Kota Medan,4200000,999999,28
04/10/2020,OPPO F9 GARANSI RESMI OPPO INDONESIA - Merah,C237,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2499000,10000,243
04/12/2020,OPPO F9 GARANSI RESMI OPPO INDONESIA - Biru,C537,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2499000,9998,2283
4/22/2020,Oppo F9 Ram 4GB Internal 64GB,D1671,Oppo F9 (F9 Pro),Kota Bandung,3429000,10,43
4/26/2020,OPPO F9 PRO RAM 6GB GARANSI RESMI OPPO INDONESIA 1 TAHUN - Ungu,C995,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,3449000,999996,134
4/23/2020,Hp oppo f9 garansi resmi,D1672,Oppo F9 (F9 Pro),Kab. Indramayu,4000000,999955,89
4/22/2020,oppo f9 pro - Navy,D1673,Oppo F9 (F9 Pro),Kota Bandung,4999000,999988,67
4/14/2020,SmartPhone Oppo f9,D1669,Oppo F9 (F9 Pro),Kota Medan,4400000,999986,32
4/18/2020,"OPPO F9 Smartphone 4GB/64GB (Cicil TANPA Kartu Kredit, Garansi Resmi)",C996,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Pusat,4299000,999995,87
4/21/2020,OPPO F9 4GB+64GB Blue Smartphone Android 8.1 25 MP,E2481,Oppo F9 (F9 Pro),Kota Medan,4950000,999922,105
04/09/2020,Oppo F9,D644,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,4000000,999999,27
4/29/2020,hp oppo F9,D639,Oppo F9 (F9 Pro),Kota Surabaya,4000000,999948,115
4/14/2020,OPPO F9 / GARANSI RESMI OPPO INDONESIA 1 THN - Ungu,C997,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2499000,6,1858
4/27/2020,OPPO F9 RAM 4/64 GARANSI RESMI OPPO INDONESIA 1 TAHUN - Merah,C998,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2799000,999998,212
4/14/2020,Oppo F9 - Merah,C991,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,3299000,1,31
04/08/2020,OPPO F9 Ram 4 Internal 64 Garansi Resmi 1 tahun,D1674,Oppo F9 (F9 Pro),Kota Surabaya,4299000,999940,72
4/28/2020,"OPPO F9 Smartphone 4GB/64GB (Cicil TANPA Kartu Kredit, Garansi Resmi)",C996,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Pusat,4299000,999995,87
04/03/2020,oppo f9 4/64 red ram 4gb rom 64gb new,F2215,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Selatan,1998000,9992,15
4/26/2020,OPPO F9 6GB/64GB STARRY PURPLE ( GARANSI RESMI ),D1675,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,4950000,999983,50
04/11/2020,oppo f9 new,E1179,Oppo F9 (F9 Pro),Kab. Sukoharjo,4989000,999916,102
4/19/2020,OPPO F9 / GARANSI RESMI OPPO - Ungu,E2482,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,3000000,999917,149
4/20/2020,Oppo F9 RAM 4 INTERNAL 64 GARANSI RESMI 1 TAHUN,C993,Oppo F9 (F9 Pro),Kota Surabaya,2775000,9999,571
4/16/2020,oppo f9,E1177,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Selatan,4000000,999942,59
4/28/2020,OPPO F9 Smartphone 4GB/64GB Sunrise Red / Twilight Blue,C999,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,4699000,34,69
04/11/2020,smartphone Oppo f9 (4/64),D1676,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Pusat,4750000,38,134
4/18/2020,OPPO F9 PRO RAM 6/64GB NEW!!! GARANSI RESMI OPPO INDONESIA 1 TAHUN. - Merah,C1000,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,4525000,999999,55
4/21/2020,Oppo F9 Ram 4/64Gb Garansi Resmi - Biru,E2483,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2579000,9983,51
4/28/2020,Oppo F9 Pro 6GB/64GB Barang Ready !! - Merah,C538,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,4400000,999999,74
04/10/2020,oppo f9,E1177,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Selatan,4000000,999943,58
04/07/2020,Oppo F9 Smartphone ( 64GB / 6 GB ),D1677,Oppo F9 (F9 Pro),Kota Bandung,4999000,999976,56
4/14/2020,OPPO F9 JADE GREEN LIMITED EDITION GARANSI RESMI OPPO INDONESIA - Merah,D641,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2700000,10000,85
4/23/2020,OPPO F9 Ram 4Gb Garansi Resmi 1 Tahun,C1001,Oppo F9 (F9 Pro),Kota Surabaya,2785000,999999,306
4/22/2020,Hp Oppo F9 4/64 - Merah,D1678,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Utara,4000000,999995,22
04/03/2020,OPPO F9 6/64gb Purple,C1002,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Selatan,5000000,999915,171
04/09/2020,oppo F9 - Merah,D638,Oppo F9 (F9 Pro),Kota Medan,4100000,999985,58
4/27/2020,OPPO F9 Ram 4 Internal 64 Garansi Resmi 1 tahun,D1674,Oppo F9 (F9 Pro),Kota Surabaya,4299000,999940,72
4/25/2020,"Oppo F9 Ram 4/64GB VOOC Quick Charging 6'3"" Garansi Resmi Oppo 1 thn",C1003,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Pusat,3699000,999988,65
4/22/2020,Oppo f9 Ram 4/64 garansi resmi 1 tahun - Biru,C1004,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Utara,2599000,1,61
04/12/2020,OPPO F9 6/64gb Purple,C1002,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Selatan,5000000,999915,171
04/10/2020,Hp oppo F9Pro,D1666,Oppo F9 (F9 Pro),Kota Cirebon,5000000,6,52
4/30/2020,OPPO F9 JADE GREEN LIMITED EDITION GARANSI RESMI OPPO INDONESIA - Merah,D641,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2700000,10000,85
04/03/2020,Handphone Oppo F9 RAM 6 GB,D1668,Oppo F9 (F9 Pro),Kota Tangerang,5100000,913,87
04/12/2020,OPPO F9 RAM 4/64GB GARANSI RESMI OPPO INDONESIA 1 TH - Merah,C1005,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2450000,1,513
4/28/2020,Oppo F9,D644,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,4000000,999999,27
4/23/2020,OPPO F9 4/64GB GARANSI OPPO INDONESIA ORDER OPPO F9 4GB/6GB - Biru,D1665,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Selatan,2649999,999998,59
4/27/2020,"Oppo F9 Ram 4/64GB VOOC Quick Charging 6'3"" Garansi Resmi Oppo 1 thn",C1003,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Pusat,3699000,999988,65
4/17/2020,OPPO F9 - Merah,C1006,Oppo F9 (F9 Pro),Kab. Sragen,3999000,999999,23
4/21/2020,OPPO F9 4/64GB GARANSI RESMI,C1007,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Pusat,3699000,999999,9
04/10/2020,OPPO F9 RAM 4/64 PURPLE GARANSI RESMI OPPO INDONESIA - Ungu,C1008,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2700000,10000,157
04/10/2020,OPPO F9 - Merah,C1006,Oppo F9 (F9 Pro),Kab. Sragen,3999000,999999,23
4/22/2020,Oppo F9 4/64GB,C1009,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2900000,999982,87
4/17/2020,OPPO F9 RAM 4/64,C1010,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Timur,4200000,999997,25
4/28/2020,OPPO F9 4/64GB GARANSI OPPO INDONESIA ORDER OPPO F9 4GB/6GB - Biru,D1665,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Selatan,2649999,999998,59
4/19/2020,OPPO F9 PRO 6/64 GARANSI RESMI OPPO INDONESIA - Ungu,C539,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,3999000,999999,1268
4/16/2020,OPPO F9 6GB/64GB STARRY PURPLE ( GARANSI RESMI ),D1675,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,4950000,999983,50
4/13/2020,OPPO F9 RAM 4GB/64GB GARANSI RESMI OPPO INDONESIA 1 TAHUN - Hijau muda,C1011,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2700000,10000,502
4/13/2020,OPPO F9 PRO 6GB / 64GB GARANSI RESMI OPPO INDONESIA,C1012,Oppo F9 (F9 Pro),Kota Malang,5000000,2,27
4/19/2020,OPPO F9 / GARANSI RESMI OPPO INDONESIA 1 THN - Ungu,C997,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2499000,6,1856
4/22/2020,OPPO F9 Smartphone 4GB/64GB Sunrise Red / Twilight Blue,C999,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,4699000,34,69
04/08/2020,OPPO F9,D1679,Oppo F9 (F9 Pro),Kab. Jombang,2250000,999973,26
04/10/2020,OPPO F9 PRO RAM 6/64GB NEW!!! GARANSI RESMI OPPO INDONESIA 1 TAHUN. - Merah,C1000,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,4525000,999999,55
4/15/2020,Oppo F9 RAM 4 INTERNAL 64 GARANSI RESMI 1 TAHUN,C993,Oppo F9 (F9 Pro),Kota Surabaya,2775000,9999,571
4/22/2020,Hp oppo F9Pro,D1666,Oppo F9 (F9 Pro),Kota Cirebon,5000000,6,52
4/15/2020,Oppo F9 4/64GB,C1009,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2900000,999982,87
4/27/2020,OPPO F9 NEW 4/64GB Garansi Resmi - Ungu,C1013,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2399000,3,210
04/12/2020,OPPO F9 PRO 6/64 GARANSI RESMI OPPO INDONESIA - Biru,C239,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,4199000,999999,80
4/19/2020,oppo f9 pro - Navy,D1673,Oppo F9 (F9 Pro),Kota Bandung,4999000,999988,67
4/19/2020,Oppo F9 Ram 4/64Gb Garansi Resmi - Biru,E2483,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2579000,9983,51
04/11/2020,HP OPPO F9 NEW (RAM 4GB/64GB) GARANSI OPPO RESMI 1 THN - BIRU - Biru,D642,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Timur,2529000,1,46
04/02/2020,OPPO F9 / GARANSI RESMI OPPO INDONESIA 1 THN - Ungu,C997,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2499000,6,1858
4/26/2020,OPPO F9 PRO RAM 6/64GB NEW!!! GARANSI RESMI OPPO INDONESIA 1 TAHUN. - Merah,C1000,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,4525000,999999,55
4/14/2020,OPPO F9 PRO RAM 6/64GB NEW!!! GARANSI RESMI OPPO INDONESIA 1 TAHUN. - Merah,C1000,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,4525000,999999,55
04/12/2020,Oppo F9 RAM 4/64 Garansi Resmi Oppo Indonesia,C1014,Oppo F9 (F9 Pro),Kota Bekasi,2880000,999999,277
4/21/2020,OPPO F9 PRO / GARANSI RESMI OPPO INDONESIA 1THN - Merah,C1015,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2700000,32766,214
4/30/2020,Oppo F9 4/64 grs resmi Oppo,D1680,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,3600000,999900,313
04/12/2020,"OPPO F9 Smartphone 4GB/64GB (Cicil TANPA Kartu Kredit, Garansi Resmi)",C996,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Pusat,4299000,999995,87
4/24/2020,Oppo F9 - Merah,C991,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,3299000,1,31
4/26/2020,Oppo F9 Ram 4GB Internal 64GB,D643,Oppo F9 (F9 Pro),Kota Bandung,3429000,11,43
4/21/2020,OPPO F9 GARANSI RESMI OPPO INDONESIA - Biru,C537,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2499000,9998,2279
4/17/2020,Oppo F9 4/64 grs resmi Oppo,D1680,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,3600000,999900,313
4/17/2020,OPPO F9 Ram 4Gb Garansi Resmi 1 Tahun,C1001,Oppo F9 (F9 Pro),Kota Surabaya,2785000,999999,306
04/09/2020,OPPO F9 RAM 4/64GB GARANSI 1 TAHUN - Merah - Merah,F2216,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,3000000,88,38
04/06/2020,HP OPPO F9 NEW (RAM 4GB/64GB) GARANSI OPPO RESMI 1 THN - BIRU - Biru,D642,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Timur,2529000,1,46
4/21/2020,HP OPPO F9 NEW (RAM 4GB/64GB) GARANSI OPPO RESMI 1 THN - BIRU - Ungu,D1681,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Timur,2479000,2,46
4/13/2020,OPPO F9 RAM 4/64GB GARANSI RESMI OPPO INDONESIA 1 TH - Merah,C1005,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,2450000,1,513
4/22/2020,SmartPhone Oppo f9,D1669,Oppo F9 (F9 Pro),Kota Medan,4400000,999986,32
04/02/2020,Oppo F9 - Hitam,D1664,Oppo F9 (F9 Pro),Kota Medan,5000000,999914,112
04/12/2020,Oppo F9 Ram 4/64 Garansi Resmi Oppo Indonesia,D1682,Oppo F9 (F9 Pro),Kota Medan,4100000,999993,30
04/09/2020,OPPO F9 6GB/64GB STARRY PURPLE ( GARANSI RESMI ),D1675,Oppo F9 (F9 Pro),Kota Administrasi Jakarta Barat,4950000,999983,50
