date,sku_name,product_id,product_type,merchant_city,price,stock,total_sold
03/11/2020,HUAWEI NOVA 5T RAM 8GB INTERNAL 128GB,E1,Huawei nova 5T,Kota Kediri,4500000,1,74
3/26/2020,Huawei Nova 5T (8GB/128GB) - Crush Green,F1,Huawei nova 5T,Kota Administrasi Jakarta Utara,4999000,5,2
3/23/2020,HUAWEI NOVA 5T RAM 8/128 GARANSI RESMI HUAWEI INDONESIA - Biru,F2,Huawei nova 5T,Kota Administrasi Jakarta Barat,4589900,16,19
4/29/2020,HUAWEI NOVA 5T RAM 8/128GB GARANSI RESMI HUAWEI INDONESIA TERMURAH - Ungu,E2,Huawei nova 5T,Kota Surabaya,4698500,5,63
4/15/2020,nokia 3310 reborn,C1,Nokia 1,Kab. Bangkalan,1000000,999999,82
4/24/2020,NOKIA 2720 FLIP 2019 NEW - 100% ORI NOKIA - BNIB,F3,Nokia 1,Kota Batam,1510000,80,169
4/19/2020,nokia 105,C2,Nokia 1,Kab. Nganjuk,720000,999999,24
4/28/2020,Hp Nokia X1,C3,Nokia 1,Kota Semarang,4015000,999999,21
04/08/2020,NOKIA 2720 FLIP 2019 NEW - 100% ORI NOKIA - BNIB,F3,Nokia 1,Kota Batam,1510000,82,172
4/23/2020,OPPO A7 RAM 4/64 GARANSI RESMI OPPO INDONESIA,E3,Oppo A7,Kota Administrasi Jakarta Utara,2100000,999952,87
4/21/2020,Oppo A7 Ram 4/64Gb Garansi Resmi - Gold,E4,Oppo A7,Kota Tangerang Selatan,2050000,999999,123
4/25/2020,Oppo A7 Ram 4/64Gb Garansi Resmi - Gold,E4,Oppo A7,Kota Tangerang Selatan,2050000,999999,123
4/18/2020,OPPO A7 RAM 4/64 GARANSI RESMI OPPO INDONESIA,E3,Oppo A7,Kota Administrasi Jakarta Utara,2100000,999952,87
4/13/2020,Oppo A7 Ram 4/64Gb Garansi Resmi - Gold,E4,Oppo A7,Kota Tangerang Selatan,2050000,999999,123
04/12/2020,Oppo A7 Ram 4/64 Gb Garansi Resmi Oppo,D1,Oppo A7,Kota Tangerang Selatan,2050000,9956,284
4/23/2020,Oppo A7 Ram 4/64 Gb Garansi Resmi Oppo,D1,Oppo A7,Kota Tangerang Selatan,2050000,9950,284
4/23/2020,OPPO A7 RAM 3/64GB GARANSI RESMI OPPO INDONESIA,D2,Oppo A7,Kota Administrasi Jakarta Utara,2499000,999951,78
4/22/2020,Oppo A7 Ram 4/64Gb Garansi Resmi - Gold,E4,Oppo A7,Kota Tangerang Selatan,2050000,999999,123
04/11/2020,Oppo A7 Ram 4/64 Gb Garansi Resmi Oppo,D1,Oppo A7,Kota Tangerang Selatan,2050000,9956,284
4/13/2020,Oppo A7 Ram 4/64 Gb Garansi Resmi Oppo,D1,Oppo A7,Kota Tangerang Selatan,2050000,9956,284
04/10/2020,OPPO A7 RAM 4/64 GARANSI RESMI OPPO INDONESIA - Emas,C4,Oppo A7,Kota Administrasi Jakarta Barat,2049900,84,625
4/21/2020,nokia 3310 reborn,C1,Nokia 1,Kab. Bangkalan,1000000,999999,82
4/21/2020,oppo A9 2020 ram 8/128gb garansi resmi,E5,Oppo A9,Kota Administrasi Jakarta Utara,4100000,999959,45
04/11/2020,OPPO A9 2020,E6,Oppo A9,Kota Administrasi Jakarta Timur,3999000,9962,48
4/25/2020,oppo A9 2020 ram 8/128gb garansi resmi,E5,Oppo A9,Kota Administrasi Jakarta Utara,4100000,999959,45
4/26/2020,OPPO A9 2020 8/128GB GARANSI RESMI OPPO 1 TAHUN 8/128 GB - BONUS SATU,F4,Oppo A9,Kota Administrasi Jakarta Barat,3430000,5,271
4/29/2020,[NEW] Oppo A9 2020 8/128 GB Garansi Resmi RAM 8GB Internal 128GB,E7,Oppo A9,Kota Administrasi Jakarta Barat,3575000,840,261
4/16/2020,OPPO A9 2020 RAM 8/128GB GARANSI RESMI,E8,Oppo A9,Kota Tangerang Selatan,3199000,999752,333
4/26/2020,OPPO A9 2020 RAM 8/128GB GARANSI RESMI,E8,Oppo A9,Kota Tangerang Selatan,3150000,999749,345
4/19/2020,[NEW] Oppo A9 2020 8/128 GB Garansi Resmi RAM 8GB Internal 128GB,E7,Oppo A9,Kota Administrasi Jakarta Barat,3575000,840,261
4/25/2020,hp Oppo a9 2020,F5,Oppo A9,Kota Administrasi Jakarta Barat,4000000,9925,75
04/07/2020,[NEW] Oppo A9 2020 8/128 GB Garansi Resmi RAM 8GB Internal 128GB,E7,Oppo A9,Kota Administrasi Jakarta Barat,3575000,840,260
04/05/2020,[NEW] Oppo A9 2020 8/128 GB Garansi Resmi RAM 8GB Internal 128GB,E7,Oppo A9,Kota Administrasi Jakarta Barat,3575000,840,273
4/27/2020,Oppo A9 2020 ram 8/128 original - Hijau,E9,Oppo A9,Kota Pekanbaru,3990100,9993,26
4/24/2020,OPPO A9 2020 8/128GB GARANSI RESMI OPPO 1 TAHUN 8/128 GB - BONUS SATU,F4,Oppo A9,Kota Administrasi Jakarta Barat,3435000,5,271
04/09/2020,oppo A9 2020 ram 8/128gb garansi resmi,E5,Oppo A9,Kota Administrasi Jakarta Utara,4100000,999959,45
4/20/2020,oppo A9 2020 ram 8/128gb garansi resmi,E5,Oppo A9,Kota Administrasi Jakarta Utara,4100000,999959,45
4/22/2020,OPPO A9 2020 8/128GB GARANSI RESMI OPPO 1 TAHUN 8/128 GB - BONUS SATU,F4,Oppo A9,Kota Administrasi Jakarta Barat,3435000,5,271
4/16/2020,Oppo A9 2020 8/128GB Garansi Resmi A9 2020 RAM 8 GB Internal 128 GB,E10,Oppo A9,Kota Administrasi Jakarta Barat,3575000,9975,119
4/26/2020,hp Oppo a9 2020,F5,Oppo A9,Kota Administrasi Jakarta Barat,4000000,9925,75
04/06/2020,[NEW] Oppo A9 2020 8/128 GB Garansi Resmi RAM 8GB Internal 128GB,E7,Oppo A9,Kota Administrasi Jakarta Barat,3575000,840,260
4/21/2020,OPPO A9 2020 8/128GB GARANSI RESMI OPPO 1 TAHUN 8/128 GB - BONUS SATU,F4,Oppo A9,Kota Administrasi Jakarta Barat,3435000,5,271
4/20/2020,Oppo F3 Ram 4gb Rom 64gb Garansi Resmi,A1,Oppo F3,Kota Tangerang Selatan,3149000,999999,395
04/11/2020,Oppo F3 Ram 4gb Rom 64gb Garansi Resmi,A2,Oppo F3,Kota Tangerang Selatan,3199000,999999,91
4/26/2020,Oppo F3 Ram 4 - Rom 64 GARANSI RESMI DUAL SELFIE CAMERA,C5,Oppo F3,Kota Administrasi Jakarta Utara,3632000,999999,60
4/14/2020,OPPO F3 RAM 4/64 - Emas,B1,Oppo F3,Kota Administrasi Jakarta Barat,2799900,999999,183
4/23/2020,OPPO F3 GARANSI RESMI OPPO ( GOLD & ROSEGOLD ) - Emas,C6,Oppo F3,Kota Administrasi Jakarta Barat,2799900,999999,67
04/10/2020,Oppo A7 Ram 4/64 Gb Garansi Resmi Oppo,D1,Oppo A7,Kota Tangerang Selatan,2050000,9955,284
4/30/2020,Oppo A7 Ram 4/64Gb Garansi Resmi - Gold,E4,Oppo A7,Kota Tangerang Selatan,2050000,999999,124
04/09/2020,Nokia asha 210,C7,Nokia 1,Kab. Bogor,1750000,21,36
04/12/2020,Nokia 3 2/16 garansi resmi nokia 1 tahun,C8,Nokia 1,Kab. Bogor,2000000,16,57
4/21/2020,Oppo F3 Ram 4gb Rom 64gb Garansi Resmi,A1,Oppo F3,Kota Tangerang Selatan,3149000,999999,395
4/28/2020,Oppo F3 Ram 4gb Rom 64gb Garansi Resmi,A2,Oppo F3,Kota Tangerang Selatan,3199000,999999,91
4/29/2020,Oppo F3 Ram 4gb Rom 64gb Garansi Resmi,A2,Oppo F3,Kota Tangerang Selatan,3199000,999999,91
4/27/2020,Oppo F3 Ram 4gb Rom 64gb Garansi Resmi,A2,Oppo F3,Kota Tangerang Selatan,3199000,999999,91
4/26/2020,Oppo F5 Ram 4GB - Rom 32GB GARANSI RESMI OPPO 1 THN,C9,Oppo F5,Kota Administrasi Jakarta Utara,2899000,999999,61
4/19/2020,Oppo F5 4/64 - Hitam,D3,Oppo F5,Kota Administrasi Jakarta Utara,2500000,999998,23
04/12/2020,Oppo F5,C10,Oppo F5,Kota Administrasi Jakarta Pusat,3400000,999999,36
4/30/2020,Oppo F5,C10,Oppo F5,Kota Administrasi Jakarta Pusat,3400000,999999,36
04/12/2020,Oppo F5 Ram 4GB - Rom 32GB GARANSI RESMI OPPO 1 THN,C9,Oppo F5,Kota Administrasi Jakarta Utara,2899000,999999,61
4/29/2020,Oppo F5 4/64 - Hitam,D3,Oppo F5,Kota Administrasi Jakarta Utara,2500000,999998,23
04/11/2020,Oppo F5 4/64 - Hitam,D3,Oppo F5,Kota Administrasi Jakarta Utara,2500000,999998,23
4/13/2020,OPPO F5 RAM 4 GB ROM 32 GB GARANSI RESMI,B2,Oppo F5,Kota Tangerang Selatan,2850000,999998,188
4/19/2020,OPPO F5 / GARANSI RESMI OPPO INDONESIA 1TH - Hitam,B3,Oppo F5,Kota Administrasi Jakarta Barat,2499900,999999,383
4/21/2020,Oppo F5 4/64 - Hitam,D3,Oppo F5,Kota Administrasi Jakarta Utara,2500000,999998,23
4/16/2020,Oppo F5,C10,Oppo F5,Kota Administrasi Jakarta Pusat,3400000,999999,36
4/28/2020,Oppo F5 Ram 4GB - Rom 32GB GARANSI RESMI OPPO 1 THN,C9,Oppo F5,Kota Administrasi Jakarta Utara,2899000,999999,61
04/11/2020,OPPO F5 RAM 4 GB INTERNAL 32 GB GARANSI RESMI OPPO,B4,Oppo F5,Kota Tangerang Selatan,2799000,999999,283
4/30/2020,OPPO F5 RAM 4 GB ROM 32 GB GARANSI RESMI,B2,Oppo F5,Kota Tangerang Selatan,2850000,999998,188
04/11/2020,OPPO F5 / GARANSI RESMI OPPO INDONESIA 1TH - Hitam,B3,Oppo F5,Kota Administrasi Jakarta Barat,2499900,999999,383
4/20/2020,"Oppo F5 new READY BLACK  BONUS POWERBANK,TONSIS,IRING N ANTI CRACK",B5,Oppo F5,Kota Tangerang,3689000,121,42
04/10/2020,OPPO F5 BLACK / GARANSI RESMI OPPO INDONESIA 1TH - Hitam,B6,Oppo F5,Kota Administrasi Jakarta Barat,2499900,999999,116
04/11/2020,Oppo F5 Ram 4GB - Rom 32GB GARANSI RESMI OPPO 1 THN,C9,Oppo F5,Kota Administrasi Jakarta Utara,2899000,999999,61
4/26/2020,Oppo F7 - Merah,C11,Oppo F7,Kota Administrasi Jakarta Utara,3500000,999999,26
4/25/2020,Oppo F7 Grs Resmi Oppo Indonesia,B7,Oppo F7,Kota Administrasi Jakarta Utara,3299000,999999,90
4/22/2020,Oppo F7 Grs Resmi Oppo Indonesia,B7,Oppo F7,Kota Administrasi Jakarta Utara,3299000,999999,90
4/17/2020,OPPO F7 4/64GB,C12,Oppo F7,Kota Administrasi Jakarta Utara,4250000,999986,44
4/16/2020,Oppo F7 Grs Resmi Oppo Indonesia,B7,Oppo F7,Kota Administrasi Jakarta Utara,3299000,999999,90
4/18/2020,OPPO F7 4/64GB,C12,Oppo F7,Kota Administrasi Jakarta Utara,4250000,999986,44
4/14/2020,OPPO F7 RAM 4/64 GARANSI RESMI OPPO INDONESIA 1TH - Hitam,B8,Oppo F7,Kota Administrasi Jakarta Barat,2599900,999986,311
4/14/2020,Oppo F7 Ram 4 GB Internal 64 GB Garansi Resmi Oppo,C13,Oppo F7,Kota Tangerang Selatan,2799000,9998,214
4/22/2020,OPPO F7 RAM 4/64 GARANSI RESMI OPPO INDONESIA 1TH - Hitam,B8,Oppo F7,Kota Administrasi Jakarta Barat,2599900,999986,311
4/20/2020,Oppo F7 Grs Resmi Oppo Indonesia,B7,Oppo F7,Kota Administrasi Jakarta Utara,3299000,999999,90
04/07/2020,Vivo S1 ram 4/128gb garansi resmi 1th vivo indonesia,F6,vivo S1,Kota Surabaya,2475000,50,81
4/17/2020,VIVO S1 RAM 4/128 GARANSI RESMI VIVO INDONESIA - Cosmic Green,E11,vivo S1,Kota Administrasi Jakarta Barat,2599900,9952,887
4/25/2020,VIVO V5 GRS RESMI 2 TAHUN / RAM 4/32 GB / CAMERA 20 MP,A3,vivo V5,Kota Administrasi Jakarta Barat,3199000,999999,110
4/30/2020,VIVO V5 GRS RESMI 2 TAHUN / RAM 4/32 GB / CAMERA 20 MP,A3,vivo V5,Kota Administrasi Jakarta Barat,3199000,999999,110
4/18/2020,VIVO V7 / GARANSI RESMI VIVO INDONESIA 2TH - Hitam,B9,vivo V7,Kota Administrasi Jakarta Barat,2649900,999999,86
04/09/2020,Vivo V9 Black New Garansi Resmi,C14,vivo V9,Kota Administrasi Jakarta Pusat,4690000,999999,60
4/30/2020,Vivo V9 Black New Garansi Resmi,C14,vivo V9,Kota Administrasi Jakarta Pusat,4690000,999999,60
4/13/2020,"Vivo V9 android 8'1 Oreo,Ram 4GB 64GB Garansi Resmi 1 tahun - Hitam",B10,vivo V9,Kota Pontianak,3700000,999999,41
4/29/2020,Vivo V9 Black New Garansi Resmi,C14,vivo V9,Kota Administrasi Jakarta Pusat,4690000,999999,60
4/28/2020,HONOR 7S RAM 2/16GB GARANSI RESMI HONOR INDONESIA - Hitam,C15,Honor 7S,Kota Administrasi Jakarta Pusat,1295000,999999,69
4/15/2020,HONOR 7S RAM 2/16GB GARANSI RESMI HONOR INDONESIA - Hitam,C15,Honor 7S,Kota Administrasi Jakarta Pusat,1295000,999999,69
4/26/2020,HONOR 7S RAM 2/16GB GARANSI RESMI HONOR INDONESIA - Hitam,C15,Honor 7S,Kota Administrasi Jakarta Pusat,1295000,999999,69
4/18/2020,HONOR 7S RAM 2/16GB GARANSI RESMI HONOR INDONESIA - Hitam,C15,Honor 7S,Kota Administrasi Jakarta Pusat,1295000,999999,69
4/15/2020,Nokia asha 210,C7,Nokia 1,Kab. Bogor,1750000,21,36
4/19/2020,OPPO A1K 32GB Garansi Resmi Oppo Indonesia,E12,Oppo A1k,Kota Administrasi Jakarta Barat,1615000,999902,216
4/28/2020,Oppo A1K (2GB/32GB) 32GB Memory | 4000mAh Battery - Official Warranty - Bonus Satu,F7,Oppo A1k,Kota Administrasi Jakarta Barat,1625000,126,329
4/20/2020,Oppo A1K (2GB/32GB) 32GB Memory | 4000mAh Battery - Official Warranty - Bonus Satu,F7,Oppo A1k,Kota Administrasi Jakarta Barat,1625000,126,329
04/09/2020,Oppo A1K (2GB/32GB) 32GB Memory | 4000mAh Battery - Official Warranty - Bonus Satu,F7,Oppo A1k,Kota Administrasi Jakarta Barat,1625000,126,329
4/21/2020,OPPO A1K RAM 2/32GB GARANSI RESMI OPPO INDONESIA - Hitam,D4,Oppo A1k,Kota Administrasi Jakarta Barat,1575000,999,253
4/25/2020,Oppo A1K Garansi Resmi,E13,Oppo A1k,Kota Administrasi Jakarta Timur,1699000,999955,68
4/16/2020,OPPO A1K 32GB Garansi Resmi Oppo Indonesia,E12,Oppo A1k,Kota Administrasi Jakarta Barat,1615000,999902,216
4/22/2020,OPPO A1K RAM 2/32GB GARANSI RESMI OPPO INDONESIA - Hitam,D4,Oppo A1k,Kota Administrasi Jakarta Barat,1575000,999,253
4/29/2020,Oppo A37 Garansi Resmi,A4,Oppo A37,Kota Tangerang Selatan,1520000,999999,547
4/21/2020,Oppo A37 Garansi Resmi Oppo Indonesia,B11,Oppo A37,Kota Tangerang Selatan,1550000,999999,145
4/25/2020,OPPO A37 RAM 2/16 GB GARANSI RESMI OPPO INDONESIA,A5,Oppo A37,Kota Administrasi Jakarta Barat,1799000,999999,368
4/26/2020,OPPO A37 RAM 2/16 GB GARANSI RESMI OPPO INDONESIA,A5,Oppo A37,Kota Administrasi Jakarta Barat,1799000,999999,368
4/13/2020,Oppo A37 Garansi Resmi,A4,Oppo A37,Kota Tangerang Selatan,1520000,999999,547
4/25/2020,OPPO A37 BLACK EDITION,B12,Oppo A37,Kota Administrasi Jakarta Barat,1799000,999999,81
4/29/2020,OPPO A37 RAM 2/16 GB GARANSI RESMI OPPO INDONESIA,A5,Oppo A37,Kota Administrasi Jakarta Barat,1799000,999999,368
4/19/2020,Oppo A37 Garansi Resmi,A4,Oppo A37,Kota Tangerang Selatan,1520000,999999,547
4/20/2020,OPPO A37 BLACK EDITION,B12,Oppo A37,Kota Administrasi Jakarta Barat,1799000,999999,81
4/30/2020,Oppo A39 Ram 3/32gb,A6,Oppo A39,Kota Tangerang Selatan,2350000,999999,175
04/06/2020,OPPO A39 3/32GB,F8,Oppo A39,Kota Administrasi Jakarta Barat,1250000,20,83
4/20/2020,OPPO A3S RAM 2/16 GARANSI RESMI OPPO INDONESIA 1TH - Ungu,C16,Oppo A3s,Kota Administrasi Jakarta Barat,1449900,9974,2617
04/12/2020,Oppo A3s Ram 3/32gb Garansi resmi - Ungu,E14,Oppo A3s,Kota Tangerang Selatan,1750000,9998,186
4/28/2020,HP OPPO A3S ORIGINAL RESMI RAM 3GB/ROM 32GB,C17,Oppo A3s,Kota Administrasi Jakarta Pusat,3400000,999998,34
4/25/2020,HP OPPO A3S ORIGINAL RESMI RAM 3GB/ROM 32GB,C17,Oppo A3s,Kota Administrasi Jakarta Pusat,3400000,999998,34
4/25/2020,"Oppo A3s ram 2gb garansi resmi 1 tahun,oppo trusted",C18,Oppo A3s,Kota Administrasi Jakarta Barat,1999000,999999,22
4/13/2020,Oppo A3s Ram 3/32gb Garansi resmi - Ungu,E14,Oppo A3s,Kota Tangerang Selatan,1750000,9998,186
4/15/2020,HP OPPO A3S ORIGINAL RESMI RAM 3GB/ROM 32GB,C17,Oppo A3s,Kota Administrasi Jakarta Pusat,3400000,999998,34
04/09/2020,OPPO A3S RAM 3/32GB GARANSI RESMI OPPO INDONESIA - Merah,C19,Oppo A3s,Kota Administrasi Jakarta Pusat,2099000,999999,63
04/11/2020,OPPO A3S RAM 2/16GB - Ungu,C20,Oppo A3s,Kab. Labuhanbatu,1980000,999999,30
4/25/2020,Oppo A3s 2/16 Garansi resmi oppo indonesia,C21,Oppo A3s,Kab. Lamongan,1700000,999999,42
4/23/2020,OPPO A3S RAM 2 RESMI NEW - Merah,C22,Oppo A3s,Kota Administrasi Jakarta Barat,1800000,999999,111
4/28/2020,OPPO A3S RAM 2 RESMI NEW - Merah,C22,Oppo A3s,Kota Administrasi Jakarta Barat,1800000,999999,111
4/27/2020,OPPO A3S RAM 3/32GB GARANSI RESMI OPPO INDONESIA - Merah,C19,Oppo A3s,Kota Administrasi Jakarta Pusat,2099000,999999,63
4/14/2020,oppo A3S 2/16 - Navy,C23,Oppo A3s,Kota Administrasi Jakarta Utara,2000000,999997,97
4/18/2020,OPPO A3S RAM 2 RESMI NEW - Merah,C22,Oppo A3s,Kota Administrasi Jakarta Barat,1800000,999999,111
4/22/2020,HP OPPO A3S ORIGINAL RESMI RAM 3GB/ROM 32GB,C17,Oppo A3s,Kota Administrasi Jakarta Pusat,3400000,999998,34
4/27/2020,Oppo A3s Ram 3/32gb Garansi resmi - Ungu,E14,Oppo A3s,Kota Tangerang Selatan,1750000,9998,185
4/29/2020,OPPO A3S RAM 2 RESMI NEW - Merah,C22,Oppo A3s,Kota Administrasi Jakarta Barat,1800000,999999,111
4/23/2020,Oppo A3s 2/16 Garansi resmi oppo indonesia,C21,Oppo A3s,Kab. Lamongan,1700000,999999,42
4/26/2020,Oppo A3s 2/16 Garansi resmi oppo indonesia,C21,Oppo A3s,Kab. Lamongan,1700000,999999,42
4/22/2020,OPPO A3S RAM 2 RESMI NEW - Merah,C22,Oppo A3s,Kota Administrasi Jakarta Barat,1800000,999999,111
4/21/2020,Oppo A3s 2/16 Garansi resmi oppo indonesia,C21,Oppo A3s,Kab. Lamongan,1700000,999999,42
4/16/2020,HP OPPO A3S ORIGINAL RESMI RAM 3GB/ROM 32GB,C17,Oppo A3s,Kota Administrasi Jakarta Pusat,3400000,999998,34
4/13/2020,OPPO A3S RAM 2/16 GARANSI RESMI OPPO INDONESIA 1TH - Ungu,C16,Oppo A3s,Kota Administrasi Jakarta Barat,1449900,9980,2621
4/28/2020,oppo A3S 2/16 - Navy,C23,Oppo A3s,Kota Administrasi Jakarta Utara,2000000,999997,97
4/16/2020,Oppo A3s Ram 3/32gb Garansi resmi - Ungu,E14,Oppo A3s,Kota Tangerang Selatan,1750000,9998,185
4/17/2020,Oppo A3s 2/16 Garansi resmi oppo indonesia,C21,Oppo A3s,Kab. Lamongan,1700000,999999,42
4/26/2020,OPPO A3S RAM 2/16GB GARANSI RESMI OPPO,C24,Oppo A3s,Kota Tangerang Selatan,1499000,9939,859
4/22/2020,OPPO A57 ROM 3 GB RAM 32 GB - Hitam,B13,Oppo A57,Kota Tangerang Selatan,2550000,999999,173
4/20/2020,Oppo A57 Rom 3gb Ram 32gb Garansi Resmi Oppo,B14,Oppo A57,Kota Tangerang Selatan,2550000,999999,236
4/21/2020,OPPO A57 GOLD & BLACK GARANSI RESMI OPPO - Hitam,B15,Oppo A57,Kota Administrasi Jakarta Barat,2399900,999999,30
04/09/2020,OPPO A57 GOLD & BLACK GARANSI RESMI OPPO - Hitam,B15,Oppo A57,Kota Administrasi Jakarta Barat,2399900,999999,30
4/23/2020,OPPO A57 ROM 3 GB RAM 32 GB - Hitam,B13,Oppo A57,Kota Tangerang Selatan,2550000,999999,173
4/27/2020,OPPO A83 GARANSI RESMI OPPO,B16,Oppo A83,Kota Tangerang Selatan,2199000,999999,246
4/14/2020,OPPO A83 / GARANSI RESMI OPPO INDONESIA 1TH - Hitam,B17,Oppo A83,Kota Administrasi Jakarta Barat,1499900,10000,120
4/22/2020,OPPO A83 GARANSI RESMI OPPO,B16,Oppo A83,Kota Tangerang Selatan,2199000,999999,246
4/24/2020,OPPO A83 GARANSI RESMI OPPO,B16,Oppo A83,Kota Tangerang Selatan,2199000,999999,246
4/18/2020,OPPO A83 / GARANSI RESMI OPPO INDONESIA 1TH - Hitam,B17,Oppo A83,Kota Administrasi Jakarta Barat,1499900,10000,120
4/28/2020,OPPO A83 GARANSI RESMI OPPO,B16,Oppo A83,Kota Tangerang Selatan,2199000,999999,246
4/30/2020,Oppo A91 8GB/128GB 128 GB 8 GB Garansi Resmi Oppo 1 Tahun - Bonus Satu,G1,Oppo A91,Kota Administrasi Jakarta Barat,3585000,10,20
4/17/2020,OPPO F11 RAM 4/64 GARANSI RESMI OPPO INDONESIA 1TH - Hijau,E15,Oppo F11,Kota Administrasi Jakarta Barat,2749900,9999,163
4/22/2020,OPPO F11 RAM 4/128GB GARANSI RESMI OPPO,D5,Oppo F11,Kota Tangerang Selatan,2650000,9701,392
4/19/2020,Oppo F11 RAM 4/64GB GARANSI RESMI OPPO,D6,Oppo F11,Kota Tangerang Selatan,2499000,999984,65
4/24/2020,Oppo F11 RAM 4/64GB GARANSI RESMI OPPO,D6,Oppo F11,Kota Tangerang Selatan,2499000,999982,65
04/11/2020,OPPO F11 RAM 4/128 GARANSI RESMI OPPO INDONESIA - Flourite Purple,D7,Oppo F11,Kota Administrasi Jakarta Barat,2779900,7,394
4/23/2020,OPPO F11 RAM 4/64 GARANSI RESMI OPPO INDONESIA 1TH - Hijau,E15,Oppo F11,Kota Administrasi Jakarta Barat,2749900,9999,163
4/15/2020,Oppo F1s Ram 3GB Rom 32GB GARANSI RESMI,A7,Oppo F1s,Kota Tangerang Selatan,2899000,999998,116
4/30/2020,Oppo F1s Ram 3/32gb Garansi Resmi,A8,Oppo F1s,Kota Tangerang Selatan,2750000,999999,186
4/20/2020,OPPO F1S NEW RAM 4GB ROM 64GB ORIGINAL GARANSI RESMI GOLD DAN ROSEGOLD,A9,Oppo F1s,Kota Tangerang Selatan,3100000,999999,268
4/28/2020,Oppo F1s Ram 3/32gb Gold dan Rose gold Garansi Resmi,A10,Oppo F1s,Kota Tangerang Selatan,2950000,999999,81
4/25/2020,Oppo F1s Ram 3GB - Rom 32GB GARANSI RESMI OPPO INDONESIA 1THN,C25,Oppo F1s,Kota Administrasi Jakarta Utara,2495000,999999,60
4/25/2020,oppo f1s,A11,Oppo F1s,Kota Administrasi Jakarta Barat,3499000,999999,38
04/10/2020,Oppo F1s Ram 3/32gb Gold dan Rose gold Garansi Resmi,A10,Oppo F1s,Kota Tangerang Selatan,2950000,999999,81
4/22/2020,oppo f1s,A11,Oppo F1s,Kota Administrasi Jakarta Barat,3499000,999999,38
04/09/2020,OPPO F1S NEW RAM 4GB ROM 64GB ORIGINAL GARANSI RESMI GOLD DAN ROSEGOLD,A9,Oppo F1s,Kota Tangerang Selatan,3100000,999999,268
4/29/2020,Oppo F1s Ram 3GB Rom 32GB GARANSI RESMI,A7,Oppo F1s,Kota Tangerang Selatan,2899000,999998,116
4/22/2020,Oppo F1s Ram 3/32gb Garansi Resmi,A8,Oppo F1s,Kota Tangerang Selatan,2750000,999999,186
4/27/2020,Oppo F1s Ram 3GB - Rom 32GB GARANSI RESMI OPPO INDONESIA 1THN,C25,Oppo F1s,Kota Administrasi Jakarta Utara,2495000,999999,60
04/12/2020,OPPO F1S NEW RAM 4GB ROM 64GB ORIGINAL GARANSI RESMI GOLD DAN ROSEGOLD,A9,Oppo F1s,Kota Tangerang Selatan,3100000,999999,268
4/15/2020,oppo f1s,A11,Oppo F1s,Kota Administrasi Jakarta Barat,3499000,999999,38
4/17/2020,Oppo F1s Ram 3/32gb Gold dan Rose gold Garansi Resmi,A10,Oppo F1s,Kota Tangerang Selatan,2950000,999999,81
4/25/2020,Real Me 2 3/32,C26,Realme 2,Kota Administrasi Jakarta Selatan,2150000,999999,28
4/30/2020,Real Me 2 3/32,C26,Realme 2,Kota Administrasi Jakarta Selatan,2150000,999999,28
4/19/2020,REALME C3 3/32GB - GARANSI RESMI - Red,F9,Realme 6,Kota Administrasi Jakarta Utara,1763000,1,26
04/09/2020,REALME 3 PRO RAM 6/64 GARANSI RESMI REALME INDONESIA - LIGHTNINGPURPLE,E16,Realme 6,Kota Administrasi Jakarta Barat,2599900,9999,72
04/09/2020,REALME 3 RAM 4/64 GARANSI RESMI REALME INDONESIA - Hitam,E17,Realme 6,Kota Administrasi Jakarta Barat,2099900,999996,50
04/03/2020,Realme 5i 4/64 RAM 3GB ROM 64GB Garansi Resmi - 4 64 BIRU,F10,Realme 6,Kota Administrasi Jakarta Utara,2010000,17,211
4/28/2020,Realme 6 Pro 8GB/128GB 128 GB 8 GB Garansi Resmi 1 Tahun - Bonus Satu,G2,Realme 6,Kota Administrasi Jakarta Barat,4185000,1,76
4/16/2020,Realme 5 Pro 4/128 RAM 4GB ROM 128GB GARANSI RESMI by Oppo Indonesia,E18,Realme 6,Kota Pekanbaru,2882900,999917,93
4/21/2020,REALME 3 PRO 6/128 GB - Biru,D8,Realme 6,Kota Administrasi Jakarta Pusat,3499000,999958,56
4/25/2020,REALME C3 3/32GB - GARANSI RESMI - Red,F9,Realme 6,Kota Administrasi Jakarta Utara,1763000,1,26
4/30/2020,"Realme 5 3/32GB - 4/64GB - 4/128GB Garansi Resmi Realme - Purple, 3GB 64GB",E19,Realme 6,Kota Administrasi Jakarta Barat,1935000,55,200
4/16/2020,REALME C2 RAM 2/32 GARANSI RESMI REALME INDONESIA - Hitam,E20,Realme 6,Kota Administrasi Jakarta Barat,1479900,81,126
04/02/2020,Realme 5i 3GB/32GB 4GB/64GB 4GB/128GB Blue Green - Garansi Resmi - 3GB 32GB,F11,Realme 6,Kota Administrasi Jakarta Barat,1930000,40,173
4/19/2020,REALME 3 PRO RAM 4/64 GARANSI RESMI - LIGHTNINGPURPLE,E21,Realme 6,Kota Administrasi Jakarta Barat,2299900,9987,50
4/28/2020,REALME 3 PRO 6/128 GB - Biru,D8,Realme 6,Kota Administrasi Jakarta Pusat,3499000,999958,56
